Date,Address,Location,Area,ExtraArea,TotalArea,Rooms,LandArea,Price
2019-09-03,Täljstensgatan 5,"Ytterby, Kungälvs kommun",104,19,123,4,356,4510000
2019-09-01,Hövdingagatan 7,"Komarken, Kungälvs kommun",132,48,180,7,655,4275000
2019-08-31,Lundby 460,"Kareby, Kungälvs kommun",140,38,178,5,1825,3790000
2019-08-29,Skäggstorp 120,"Kode, Kungälvs kommun",51,43,94,4,1756,2240000
2019-08-28,Stora Risby 530,"Hålta, Kungälvs kommun",62,53,115,4,925,3000000
2019-08-25,Nordängen 10,"Sundhammar, Kungälvs kommun",174,18,192,5,1331,5000000
2019-08-23,Råckeröd 170,"Kärna, Kungälvs kommun",210,85,295,7,2388,4550000
2020-01-17,Norrmannebo 540,"Norrmannebo, Kungälvs kommun",115,55,170,5,4495,3420000
2020-01-17,Gråstensvägen 11,"Kode, Kungälvs kommun",125,80,205,8,1628,3150000
2020-01-15,Guntorpsvägen 24,"Kode, Kungälvs kommun",110,152,262,6,1065,5000000
2020-01-10,Västerängen 5,"Ytterby, Kungälvs kommun",106,44,150,6,1046,5175000
2020-01-09,Holm 230,"Kovikshamn, Kungälvs kommun",155,7,162,7,2861,5875000
2020-01-03,Opalvägen 10,"Kode, Kungälvs kommun",130,50,180,5,712,2900000
2019-12-27,Ön 170,"Kareby, Kungälvs kommun",120,84,204,5,3272,3500000
2019-12-22,Solrosvägen 7,"Kärna, Kungälvs kommun",138,90,228,5,592,4375000
2019-12-06,Bergåsvägen 6B,"Ytterby, Kungälvs kommun",141,29,170,5,1021,5400000
2019-12-03,Settungsvägen 44,"Ullstorp, Kungälvs kommun",120,25,145,5,583,5100000
2019-11-30,Skurhagagatan 4,"Kungälv - Centrum, Kungälvs kommun",190,75,265,7,798,5300000
2019-11-28,Rörmossevägen 130,"Bohuslän, Kungälvs kommun",145,113,258,5,1200,4480000
2019-11-28,Törnrosgatan 10,"Ytterby, Kungälvs kommun",136,76,212,7,1030,5375000
2019-11-27,Vävra 542,"Hålta, Kungälvs kommun",109,15,124,6,1106,4550000
2019-11-25,Vallby 110,"Solberga-Kode, Kungälvs kommun",127,14,141,5,12135,5100000
2019-11-22,Olsåker 200,"Kareby, Kungälvs kommun",106,156,262,6,1673,3600000
2019-11-22,Enekullsvägen 6,"Ytterby, Kungälvs kommun",170,94,264,8,1160,6900000
2019-11-20,Solberga 870,"Kode, Kungälvs kommun",104,38,142,3,1272,3420000
2019-11-16,Trankärr 170,"Trankärr, Kungälvs kommun",86,60,146,3,1002,3880000
2019-11-13,Granndalen 13,"Kärna, Kungälvs kommun",81,10,91,4,1093,2100000
2019-11-06,Täljstensgatan 4,"Ytterby, Kungälvs kommun",70,12,82,3,478,3100000
2019-11-06,Duvesjön 357,"Romelanda, Kungälvs kommun",169,60,229,9,1054,4625000
2019-11-01,Topasvägen 13,"Kode, Kungälvs kommun",130,95,225,6,782,4500000
2019-10-30,Enebacksvägen 10,"Kode, Kungälvs kommun",69,36,105,4,1051,2720000
2019-10-30,Lerskärsvägen 11,"Tjuvkil, Kungälvs kommun",63,75,138,3,1065,2830000
2019-10-29,Jägersberg 350,"Kode, Kungälvs kommun",94,32,126,4,4120,3405000
2019-04-01,Dannemarksgatan 4,"Tega - Ytterby, Kungälvs kommun",112,151,263,6,990,4710000
2019-03-31,Alekärr 110,"Diseröd, Kungälvs kommun",118,149,267,6,1611,3500000
2019-03-25,Solvagnsgatan 22,"Ytterby - Stället, Kungälvs kommun",139,12,151,5,370,5000000
2019-03-25,Lagvägen 27,"Ytterby, Kungälvs kommun",110,38,148,6,692,3810000
2019-03-13,Skolstigen 2,"Kungälv, Kungälvs kommun",150,20,170,7,1080,4570000
2019-03-06,Munkegärdegatan 99,"Blodriskan, Kungälvs kommun",134,25,159,5,345,4350000
2019-02-28,Flateby 450,"Harestad, Kungälvs kommun",163,118,281,8,1351,3630000
2019-02-27,Prästvägen 710,"Romelanda, Kungälvs kommun",166,20,186,8,1034,4300000
2019-02-24,Granndalen 14,"Bohuslän, Kungälvs kommun",70,54,124,4,1229,2995000
2019-02-21,Kvarnvägen 22,"Kode, Kungälvs kommun",68,68,136,5,1318,3570000
2019-02-15,Hamngatan 11,"Centralt, Kungälvs kommun",84,94,178,3,636,4890000
2019-02-14,Rönnvägen  22,"Romelanda, Kungälvs kommun",108,70,178,5,823,3375000
2019-02-14,Lyckevägen  9,"Kärna, Kungälvs kommun",190,150,340,9,2284,4300000
2019-02-14,Ekvägen 12,"Ytterby, Kungälvs kommun",125,83,208,6,770,4000000
2019-02-12,Tjuvkil 460,"Tjuvkil, Kungälvs kommun",115,20,135,4,1231,3900000
2019-02-11,Sjöhed 310,"Kärna - Harestad, Kungälvs kommun",103,81,184,5,1208,3700000
2019-02-11,Galärgatan 3,"Komarken, Kungälvs kommun",108,65,173,4,628,4200000
2019-02-08,Bastövägen 4,"Överön - Kärna, Kungälvs kommun",100,60,160,6,2786,4995000
2019-02-07,Furuvägen 1,"Diseröd, Kungälvs kommun",108,32,140,5,742,2795000
2019-02-04,Hallsbrovägen  14,"Kärna, Kungälvs kommun",145,61,206,6,2108,3700000
2019-02-01,Lyckevägen 3,"Kärna, Kungälvs kommun",120,72,192,5,2857,3770000
2019-01-24,Galeasgatan 17,"Centrum, Kungälvs kommun",189,100,289,6,574,5425000
2019-01-21,Gategården 250,"Hålta, Kungälvs kommun",140,26,166,5,1500,3990000
2019-01-20,Kantorvägen 3,"Diseröd centrum, Kungälvs kommun",165,14,179,5,761,4100000
2019-01-19,Hemvägen  15,"Romelanda, Kungälvs kommun",119,19,138,5,398,3550000
2019-01-17,Rörmossevägen  120,"Bohuslän, Kungälvs kommun",170,81,251,5,4070,4575000
2019-01-11,Kristiansborg 170,"Tjuvkil, Kungälvs kommun",77,55,132,6,1295,3700000
2015-11-09,Bergliden 20,"Aröd, Kungälvs kommun",65,36,101,3,1322,2210000
2015-11-02,Jörlandavägen 3,"Kode, Kungälvs kommun",115,48,163,5,1165,2325000
2015-11-02,Häljeröd 320,"Romelanda, Kungälvs kommun",144,24,168,5,5814,3950000
2015-10-30,Rådmansgatan 13,"Centrum, Kungälvs kommun",92,92,184,5,636,4900000
2015-10-30,Lundby 180,"Kareby, Kungälvs kommun",200,63,263,7,1518,3400000
2015-10-30,Vedhallsvägen 8,"Kärna, Kungälvs kommun",116,72,188,6,1864,2250000
2015-10-22,Stora Ryr 280,"Bohuslän, Kungälvs kommun",96,15,111,3,2254,1950000
2015-10-20,Fontinvägen 22,"Kungälv - Centrum, Kungälvs kommun",130,140,270,8,1034,5900000
2015-10-19,Gamla Trollhättevägen 22,"Kungälv, Kungälvs kommun",65,60,125,2,1246,2000000
2015-10-18,Settungsvägen 36,"Kungälv Ullstorp, Kungälvs kommun",140,20,160,6,362,4800000
2015-10-16,Bergåsvägen 21,"Ytterby Tunge, Kungälvs kommun",130,70,200,6,972,3570000
2015-10-14,Kämpegatan 5,"Kungälv Centralt, Kungälvs kommun",107,105,212,6,842,3850000
2015-10-14,Häljeröd 330,"Kungälv, Kungälvs kommun",145,5,150,6,6686,4055500
2015-10-14,Mjölnarvägen 14,"Romelanda, Kungälvs kommun",124,85,209,5,820,3200000
2015-10-13,Hjälmgatan 9,"Ytterby, Kungälvs kommun",96,6,102,3,467,3225000
2015-10-12,Rävo 130,"Hålta, Kungälvs kommun",114,114,228,5,5500,4350000
2015-10-08,Ulvesund 110,"Ytterby, Kungälvs kommun",153,50,203,4,3024,3200000
2015-10-07,Bärnstensvägen 11,"Kode, Kungälvs kommun",98,75,173,6,1005,3195000
2015-09-28,Rosenstensvägen 11,"Kode, Kungälvs kommun",140,15,155,5,562,3350000
2015-09-24,Ingetorp 130,"Kode, Kungälvs kommun",120,60,180,5,1874,3050000
2015-09-22,Solvagnsgatan 42,"Ytterby - Stället, Kungälvs kommun",138,12,150,5,401,4325000
2015-09-16,Stämmdalen 120,"Lycke, Kungälvs kommun",96,66,162,5,1104,1895000
2015-09-13,Lökebergsvägen 27,"Kungälv Lökeberg, Kungälvs kommun",120,45,165,5,1198,3840000
2015-09-11,Brunnefjäll 180,"Kärna Vedhall, Kungälvs kommun",143,60,203,5,1887,3470000
2015-09-10,Häljeröd 270,"Romelanda - Diseröd, Kungälvs kommun",111,88,199,6,3100,2495000
2015-09-10,Buderöd 160,"Kode, Kungälvs kommun",118,84,202,5,22600,4075000
2015-09-09,Tegskiftegatan 48,"Ytterby Tega Kungälv, Kungälvs kommun",157,102,259,9,1083,4950000
2015-09-03,Broberg 130,"Bohuslän, Kungälvs kommun",130,37,167,6,2400,3425000
2015-09-02,Sköldgatan 4,"Ytterby, Kungälvs kommun",95,8,103,3,399,3075000
2015-08-31,Käckås 110,"Ytterby, Kungälvs kommun",98,87,185,5,11226,4400000
2015-08-28,Diserödsvägen 7,"Kungälv Romelanda Diseröd, Kungälvs kommun",127,52,179,5,737,2830000
2015-08-26,Västra Strandgatan 17,"Kungälv - Centrum, Kungälvs kommun",130,80,210,5,690,3575000
2015-07-30,Toftebergsvägen 2,"Tjuvkil, Kungälvs kommun",82,6,88,4,1085,1550000
2015-07-24,Truskärsvägen 7,"Tjuvkil, Kungälvs kommun",181,83,264,6,3390,4350000
2015-07-10,Lundby 450,"Kungälv - Kareby, Kungälvs kommun",125,142,267,5,2522,3525000
2015-07-09,Solskiftegatan 63,"Övre Tega - Ytterby, Kungälvs kommun",171,31,202,6,810,4300000
2020-09-08,Stora Ryr 110,"Lycke, Kungälvs kommun",116,76,192,7,1434,3795000
2020-09-08,Kungälvsvägen 64,"Centralt, Kungälvs kommun",137,58,195,5,853,5350000
2020-09-05,Prejelvägen 117,"Ullstorp, Kungälvs kommun",122,15,137,5,596,5560000
2020-08-30,Grönviksvägen 22,"Kärna / Sundhammar, Kungälvs kommun",130,70,200,4,1741,6800000
2020-08-23,Romelandavägen 110,"Centralt, Kungälvs kommun",125,37,162,4,701,3700000
2020-08-21,Gråstensvägen 14,"Kode, Kungälvs kommun",94,96,190,5,1424,3550000
2020-08-20,Rävo 120,"Hålta, Kungälvs kommun",96,64,160,5,1819,2300000
2020-08-17,Rådmansgatan 21,"Kungälv - Centrum, Kungälvs kommun",120,74,194,5,964,6530000
2020-08-13,Lingonvägen 11,"Centralt, Kungälvs kommun",123,24,147,4,742,5700000
2020-08-12,Munkegärdegatan 313,"Munkegärde, Kungälvs kommun",135,20,155,5,309,4800000
2020-08-12,Norrmannebo 440,"Romelanda, Kungälvs kommun",81,79,160,5,2036,3550000
2020-08-12,Rostock 170,"Romelanda, Kungälvs kommun",84,88,172,4,1544,3500000
2020-08-10,Hallbjörtorp 350,"Kärna, Kungälvs kommun",130,40,170,7,80081,5100000
2020-08-03,Spaghamnsvägen 10,"Tjuvkil nära Marstrand, Kungälvs kommun",165,20,185,5,1280,12500000
2020-07-30,Hålta Annex 110,"Hålta, Kungälvs kommun",217,8,225,8,42350,7250000
2020-07-28,Lid 170,"Diseröd, Kungälvs kommun",86,51,137,4,6235,2460000
2020-07-25,Bergsgatan 10,"Marstrand Koön, Kungälvs kommun",175,100,275,6,896,6900000
2020-07-24,Bråta 140,"Romelanda, Kungälvs kommun",35,5,40,3,2165,1475000
2020-07-22,Hallebäcksvägen 13,"Timmervik, Kungälvs kommun",113,50,163,5,3636,4875000
2020-07-21,Ametistvägen 4,"Kode, Kungälvs kommun",98,95,193,5,866,4400000
2020-07-10,Holm 310,"Kungälv - Kärna, Kungälvs kommun",66,36,102,3,2077,2970000
2020-07-02,Knaverstad-Ryr 580,"Aröd, Kungälvs kommun",158,4,162,6,1012,3650000
2020-07-01,Pölen 120,"Kungälv - Hålta, Kungälvs kommun",138,75,213,5,812,4800000
2023-06-16,Solberg 420,"Romelanda, Kungälvs kommun",90,65,155,3,2968,2350000
2023-06-15,Kovikshamn 160,"Kovikshamn, Kungälvs kommun",124,8,132,4,1400,4300000
2023-06-14,Blankas gata 3,"Kungälv - Centralt, Kungälvs kommun",130,152,282,7,980,6350000
2023-06-08,Erslycke 140,"Lycke, Kungälvs kommun",162,24,186,5,1820,5700000
2023-06-01,Bergkristallvägen 8,"Kode, Kungälvs kommun",127,8,135,4,518,4795000
2023-05-25,Krappvägen 570,"Ullstorp, Kungälvs kommun",230,25,255,8,788,9500000
2023-05-19,Norrmannebo 650,"Bohuslän, Kungälvs kommun",143,50,193,6,20500,5800000
2023-05-18,Ängsgatan  23,"Centralt, Kungälvs kommun",91,87,178,5,743,4625000
2023-05-17,Östergårdsgatan 3,"Ytterby, Kungälvs kommun",215,62,277,7,1020,4860000
2023-05-15,Toreby 240,"Kärna, Kungälvs kommun",89,89,178,5,1245,3405000
2023-05-12,Murhammarvägen 12,"Kungälv - Kareby, Kungälvs kommun",174,17,191,6,700,5200000
2023-05-08,Kämpegatan 4,"Kungälv Centrum, Kungälvs kommun",128,43,171,5,1160,5000000
2023-05-07,Vesslegatan 14,"Olseröd, Kungälvs kommun",159,17,176,5,349,5550000
2023-05-04,Bastubäcksvägen 26,"Kode, Kungälvs kommun",44,36,80,4,1199,1775000
2023-04-30,Vävra 297,"Hålta, Kungälvs kommun",161,55,216,5,1587,5300000
2023-04-29,Lerskärsvägen 8,"Tjuvkil, Kungälvs kommun",84,50,134,4,1458,4500000
2023-04-26,Brunnefjällsvägen 21,"Kärna, Kungälvs kommun",82,13,95,3,1741,3500000
2023-04-25,Sålådevägen 546,"Kungälv - Ullstorp, Kungälvs kommun",145,19,164,5,804,6700000
2023-04-21,Östra Trädal 320,"Ytterby, Kungälvs kommun",130,50,180,6,8185,7495000
2023-04-18,Kuskalundsvägen 39,"Kungälv - Hålta, Kungälvs kommun",70,13,83,3,1745,2600000
2023-04-10,Stora Risby 550,"Hålta, Kungälvs kommun",100,86,186,3,1640,3850000
2023-04-03,Västra gatan 28,"Kungälv - Centralt, Kungälvs kommun",155,32,187,6,600,5250000
2023-03-30,Östergårdsgatan 23,"Ytterby, Kungälvs kommun",180,48,228,6,840,5225000
2023-03-24,Kullegatan 12,"Centrum, Kungälvs kommun",190,163,353,7,660,6600000
2014-06-11,Kristinedalsgatan 6,"Centralt, Kungälvs kommun",177,67,244,6,802,4250000
2014-05-31,Illekärr 170,"Kungälv - Romelanda, Kungälvs kommun",152,80,232,6,6070,2720000
2014-05-27,Lagvägen 53,"Kungälv - Ytterby, Kungälvs kommun",157,51,208,6,779,2950000
2014-05-22,Skårby Station 150,"Kareby, Kungälvs kommun",97,50,147,4,3446,2020000
2014-05-20,Solberga 510,"Solberga - Kode, Kungälvs kommun",98,58,156,5,1517,2215000
2014-05-17,Löstorp 130,"Kareby, Kungälvs kommun",171,7,178,6,4580,4200000
2014-05-10,Åsleröd 110,"Ytterby, Kungälvs kommun",57,57,114,3,975,1470000
2014-04-29,Rådalsvägen 7,"Aröd, Kungälvs kommun",60,31,91,5,1500,2500000
2014-04-22,Parken 110,"Solberga Kode, Kungälvs kommun",157,100,257,5,4160,3950000
2014-04-16,Kämpegatan 7,"Centralt, Kungälvs kommun",121,103,224,6,899,3125000
2014-04-12,Grokareby 110,"Kareby, Kungälvs kommun",120,80,200,4,2367,2400000
2014-03-26,Heden 190,"Kärna - Harestad, Kungälvs kommun",74,45,119,4,2064,2482000
2014-03-26,Mantalsgatan 9,"Ytterby, Kungälvs kommun",175,35,210,8,1105,3850000
2014-03-20,Vältvägen 509,"Ullstorp, Kungälvs kommun",105,10,115,4,319,3160000
2014-03-13,Topasvägen 11,"Kode, Kungälvs kommun",103,95,198,6,742,2375000
2014-03-11,Häljeröd 550,"Kode, Kungälvs kommun",135,35,170,4,3880,2530000
2014-03-07,Lagvägen 31,"Ytterby, Kungälvs kommun",89,76,165,4,1330,2175000
2014-03-05,Helgonagatan 192,"Munkegärde, Kungälvs kommun",93,21,114,5,191,2900000
2014-03-04,Högalidsgatan 5,"Centralt, Kungälvs kommun",109,109,218,4,805,2820000
2014-02-27,Solhultsgatan 17,"Centralt, Kungälvs kommun",189,15,204,8,481,2900000
2014-02-20,Gunneröd 270,"Lycke, Kungälvs kommun",57,45,102,4,2646,1850000
2014-02-08,Ulvesund 410,"Ytterby-Ulvesund, Kungälvs kommun",77,25,102,5,795,2230000
2014-02-03,Ulvebackegatan 12,"Ulvegärde, Kungälvs kommun",140,38,178,5,914,3625000
2014-01-21,Fridhemsgatan 9,"Centralt, Kungälvs kommun",137,90,227,6,850,3525000
2014-01-17,Bärnstensvägen 6,"Kode, Kungälvs kommun",93,92,185,4,1009,2275000
2014-01-15,Prejelvägen 110,"Ullstorp, Kungälvs kommun",122,5,127,5,320,3230000
2013-12-16,Hällristningsgatan 15,"Stället, Kungälvs kommun",107,5,112,5,430,3300000
2013-12-12,Väktaregatan 5,"Centralt, Kungälvs kommun",142,70,212,6,566,4850000
2013-12-06,Solskiftegatan 9,"Tega, Kungälvs kommun",140,58,198,6,958,2850000
2016-04-06,Gårdskiftegatan 64,"Ytterby, Kungälvs kommun",139,31,170,7,803,3200000
2016-04-04,Lahälla 610,"Skåra, Kungälvs kommun",160,82,242,6,2098,5450000
2016-03-29,Plogvägen 203,"Kungälv, Kungälvs kommun",122,9,131,5,295,4480000
2016-03-24,Solskiftegatan 9,"Kungälv, Kungälvs kommun",140,58,198,6,958,3850000
2016-03-22,Matskärsvägen 37,"Tjuvkil, Kungälvs kommun",83,48,131,5,1430,3530000
2016-03-21,Flateby 490,"Harestad, Kungälvs kommun",165,67,232,7,1030,1995000
2016-03-16,Näckrosvägen 7,"Kärna, Kungälvs kommun",148,75,223,6,1553,4220000
2016-03-09,Duvesjön 368,"Romelanda, Kungälvs kommun",117,35,152,5,1132,3225000
2016-03-08,Stora Ryr 340,"Kärna, Kungälvs kommun",144,12,156,5,952,2900000
2016-03-04,Björkliden 18,"Aröd, Kungälvs kommun",60,60,120,3,1050,2470000
2016-03-02,Kärnavägen 27,"Kärna, Kungälvs kommun",150,30,180,6,862,3730000
2016-02-24,Stenhålt 125,"Romelanda, Kungälvs kommun",157,38,195,6,5000,3275000
2016-02-24,Hasselvägen 7,"Romelanda, Kungälvs kommun",134,48,182,7,977,3410000
2016-02-20,Tegskiftegatan 46,"Tega, Kungälvs kommun",114,117,231,8,865,4100000
2016-02-15,Staby 340,"Kärna, Kungälvs kommun",159,125,284,6,1207,4500000
2016-02-11,Tulpanvägen 4,"Kärna, Kungälvs kommun",118,70,188,6,783,3500000
2016-02-10,Östergårdsgatan 31,"Ytterby, Kungälvs kommun",154,54,208,6,809,3880000
2016-02-09,Oskarsbergsgatan 20,"Ytterby, Kungälvs kommun",120,68,188,6,929,4020000
2016-01-29,Byvägen 20,"Kode, Kungälvs kommun",64,25,89,4,1642,2600000
2016-01-26,Reidarsgatan 5,"Komarken, Kungälvs kommun",119,57,176,6,686,2650000
2016-01-19,Bredsten 416,"Ytterby, Kungälvs kommun",158,14,172,6,26920,6800000
2016-01-18,Skårby Station 520,"Kareby, Kungälvs kommun",117,55,172,5,1060,2995000
2016-01-18,Vena 170,"Vena - Ytterby, Kungälvs kommun",183,1,184,6,2650,3700000
2016-01-13,Hanekullen 205,"Kareby, Kungälvs kommun",90,90,180,2,1885,3900000
2016-01-13,Smaragdvägen 30,"Kode, Kungälvs kommun",131,14,145,5,362,3430000
2016-01-10,Mantalsgatan 26,"Tega - Ytterby, Kungälvs kommun",153,54,207,7,1922,4570000
2016-01-05,Skepparegatan 5,"Marstrand - Koön, Kungälvs kommun",184,25,209,9,474,8000000
2015-12-22,Spadvägen 1,"Ullstorp, Kungälvs kommun",75,40,115,3,1236,2970000
2015-12-08,Timmervik 140,"Bohuslän, Kungälvs kommun",180,45,225,7,1119,3695000
2015-12-06,Häljeröd 490,"Bohuslän, Kungälvs kommun",205,100,305,9,4355,4975000
2015-11-17,Mossvägen 13,"Kungälv Lökeberg, Kungälvs kommun",96,10,106,4,1376,2600000
2018-07-07,Bufferöd 150,"Kungälv - Hålta, Kungälvs kommun",130,130,260,6,1209,4550000
2018-07-06,Dösebacka 310,"Romelanda, Kungälvs kommun",102,97,199,4,949,3450000
2018-07-06,Tegskiftegatan 20,"Ytterby, Kungälvs kommun",102,102,204,6,969,4525000
2018-06-21,Skårby mosse 930,"Kareby, Kungälvs kommun",167,20,187,7,1299,3800000
2018-06-15,Klåverön 460,"Marstrand, Kungälvs kommun",76,76,152,4,2303,4300000
2018-06-13,Dösebacka 630,"Diseröd, Kungälvs kommun",84,84,168,4,1407,2000000
2018-06-13,Bergsgatan 2,"Marstrand - Koön, Kungälvs kommun",118,82,200,6,892,8600000
2018-06-08,Väktaregatan 9,"Bohuslän, Kungälvs kommun",166,83,249,8,538,5300000
2018-06-07,Lundby 220,"Kareby, Kungälvs kommun",146,45,191,5,1943,4650000
2018-06-03,Bastövägen 12,"Kärna, Kungälvs kommun",80,80,160,6,1024,4200000
2018-06-02,Kuskalundsvägen 39,"Bohuslän, Kungälvs kommun",59,13,72,3,1745,2270000
2018-06-02,Korpedalsvägen 3,"Aröd, Kungälvs kommun",115,85,200,5,993,3720000
2018-05-30,Solberga 790,"Kode, Kungälvs kommun",70,60,130,4,1380,3550000
2018-05-25,Vrångholmen 150,"Marstrand/Kråkerön, Kungälvs kommun",185,34,219,6,2207,11000000
2018-05-24,Bäckvägen 10,"Lökeberg, Kungälvs kommun",55,5,60,4,1091,3910000
2018-05-22,Rörmossevägen 240,"Rörmossen, Kungälvs kommun",58,15,73,3,5170,2215000
2018-05-22,Lievägen 228,"Kungälv Ullstorp, Kungälvs kommun",125,10,135,4,250,4750000
2018-05-22,Lökebergsvägen 18,"Lökeberg, Kungälvs kommun",110,65,175,4,55368,6225000
2018-05-17,Hermansby 228,"Kärna, Kungälvs kommun",165,58,223,5,1503,5825000
2018-05-17,Gategården 260,"Risby/Hålta, Kungälvs kommun",120,71,191,5,2337,5020000
2018-05-16,Brunnefjäll 110,"Kärna, Kungälvs kommun",121,185,306,6,2124,3750000
2018-05-16,Sandvik 110,"HARESTAD, Kungälvs kommun",153,36,189,5,998,3400000
2018-05-14,Galeasgatan 15,"Kungälv, Kungälvs kommun",103,64,167,5,610,3500000
2018-05-07,Brunnefjäll 190,"Kärna, Kungälvs kommun",83,50,133,4,1536,2810000
2018-05-06,Enekullsvägen 32,"Ytterby, Kungälvs kommun",101,20,121,4,807,3570000
2018-05-03,Dannemarksgatan 39,"Ytterby, Kungälvs kommun",159,32,191,6,730,4000000
2018-05-02,Byvägen 22,"Ödsmålsmosse, Kungälvs kommun",43,24,67,3,1930,2500000
2018-04-06,Bokvägen 5,"Kungälv centralt, Kungälvs kommun",89,89,178,5,635,4450000
2021-08-22,Fontinvägen 16,"Bohuslän, Kungälvs kommun",135,35,170,6,1012,6125000
2021-08-21,Västra gatan 6,"Bohuslän, Kungälvs kommun",326,231,557,12,693,11000000
2021-08-20,Kuskalundsvägen 36,"HÅLTA, Kungälvs kommun",138,23,161,6,1339,4100000
2021-08-19,Gömmet 120,"Romelanda, Kungälvs kommun",197,19,216,5,2800,5250000
2021-08-16,Gunneröd 200,"Kärna, Kungälvs kommun",40,10,50,3,789,2490000
2021-08-16,Ödsmål 360,"Ödsmål, Kungälvs kommun",105,66,171,6,794,4700000
2021-08-10,Metesten 150,"Harestad, Kungälvs kommun",131,19,150,5,1507,4300000
2021-08-09,Sjöhåla 580,"Kärna, Kungälvs kommun",94,87,181,5,1068,3490000
2021-08-04,Munkholmsgatan 8,"Kungälv - Centralt, Kungälvs kommun",120,60,180,7,639,6100000
2021-08-02,Hallsbrovägen 14,"Kärna, Kungälvs kommun",145,61,206,5,2108,4500000
2021-07-29,Väktaregatan 9,"Centralt, Kungälvs kommun",166,83,249,9,538,6900000
2021-07-23,Rådmansgatan 11,"Kungälv Centralt, Kungälvs kommun",167,122,289,6,547,6800000
2021-07-21,Flateby 470,"Harestad, Kungälvs kommun",61,7,68,3,1409,2800000
2021-07-20,Rondan 20,"Ödsmålsmosse, Kungälvs kommun",82,75,157,4,1326,3900000
2021-07-13,Bergåsvägen 26,"Ytterby, Kungälvs kommun",184,55,239,4,891,6450000
2021-07-10,Olserödsgatan 118,"Olseröd, Kungälvs kommun",127,24,151,6,910,6200000
2021-07-09,Gömmet 110,"Romelanda, Kungälvs kommun",153,24,177,3,30000,5600000
2021-07-08,Olsåker 110,"Kareby, Kungälvs kommun",139,60,199,6,16226,5900000
2021-07-06,Olvonvägen 17,"Diseröd, Kungälvs kommun",162,17,179,7,683,5300000
2021-07-05,Bäckvägen 8,"Lökeberg, Kungälvs kommun",85,43,128,4,1016,2750000
2021-07-03,Rävsal 170,"Olseröd, Kungälvs kommun",124,50,174,5,2514,3525000
2021-06-28,Klintegatan 8,"Kungälv - Centralt, Kungälvs kommun",130,80,210,7,778,7100000
2021-06-24,Marias väg 17,"Aröd, Kungälvs kommun",99,34,133,4,1318,4700000
2021-06-24,Skårby station 130,"Kareby, Kungälvs kommun",89,96,185,4,1686,2600000
2021-06-22,Lilla Ryr 170,"Lycke, Kungälvs kommun",40,9,49,2,1345,2900000
2021-06-22,Prästvägen 450,"Kareby, Kungälvs kommun",116,50,166,4,2572,4600000
2021-06-21,Ekliden 8,"Centralt, Kungälvs kommun",67,66,133,3,1041,5000000
2021-06-19,Vedhall 120,"Kärna, Kungälvs kommun",88,49,137,4,2105,6500000
2021-06-18,Toreby 200,"Bohuslän, Kungälvs kommun",103,130,233,4,2391,4100000
2021-06-17,Häljeröd 300,"Kungälv - Romelanda, Kungälvs kommun",223,25,248,7,3547,6900000
2021-06-15,Skutviksvägen 3,"Marstrand - Instön, Kungälvs kommun",42,3,45,3,1223,4750000
2021-06-10,Helgonagatan 157,"Munkegärde, Kungälvs kommun",109,109,218,7,903,5025000
2021-06-09,Dannemarksgatan 14,"Ytterby-Tega, Kungälvs kommun",210,86,296,8,1203,6250000
2017-05-26,Dalvägen 17,"Ödsmåls mosse/Rörtången, Kungälvs kommun",45,40,85,5,1036,2395000
2017-05-25,Fredkullagatan 21,"Centrum, Kungälvs kommun",130,130,260,7,978,5710000
2017-05-19,Husfrejagatan 6,"Iskällan, Kungälvs kommun",152,52,204,6,938,5400000
2017-05-16,Västerhöjdsvägen 24,"Kärna, Kungälvs kommun",150,15,165,6,728,5300000
2017-05-10,Fregattgatan 2,"Kungälv, Kungälvs kommun",217,26,243,7,781,4650000
2017-05-08,Jakobsvägen 21-23,"Aröd, Kungälvs kommun",95,65,160,5,2963,4550000
2017-05-04,Tolleröd 115,"Kode, Kungälvs kommun",120,100,220,7,2130,4295000
2017-05-02,Situlagatan 3,"YTTERBY, Kungälvs kommun",154,16,170,6,795,5600000
2017-05-01,Kvarndalsvägen 40,"Lökeberg, Kungälvs kommun",56,36,92,3,1089,2650000
2017-04-26,Bergkristallvägen 21,"Kode, Kungälvs kommun",127,10,137,6,531,4250000
2017-04-25,Bergkristallvägen 3,"Kode, Kungälvs kommun",125,9,134,4,527,4500000
2017-04-16,Tryggvasons gata 1,"Iskällan, Kungälvs kommun",135,40,175,7,785,6500000
2017-04-16,Snäckvägen 19,"Ödsmåls mosse/Rörtången, Kungälvs kommun",90,17,107,4,1184,3600000
2017-04-07,Fontinvägen 42,"Centrum, Kungälvs kommun",118,7,125,4,440,4600000
2017-04-07,Solberga 510,"Solberga-Kode, Kungälvs kommun",98,58,156,5,1517,2990000
2017-03-16,Stenåldersgatan 12,"Ytterby Stället, Kungälvs kommun",104,7,111,4,357,4000000
2017-03-15,Hövdingagatan 4,"Centrum, Kungälvs kommun",115,137,252,7,906,5325000
2017-03-03,Komministergatan 10,"Kungälv - Centrum, Kungälvs kommun",145,125,270,9,659,6550000
2017-03-02,Vävra 800,"Hålta, Kungälvs kommun",148,18,166,9,6109,4460000
2017-03-02,Arntorp 220,"Kareby, Kungälvs kommun",138,24,162,6,2125,4200000
